id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
116616,4570,WWE Crush Hour,NULL,2003-03-17 00:00:00.000,2,NULL,30.0000,1,67.6112,4
116670,44820,5 Star Racing,NULL,2003-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116759,3920,Freestyle MetalX,NULL,2003-06-27 00:00:00.000,NULL,NULL,60.0000,2,35.0000,0
116786,8841,ESPN NHL Hockey,NULL,2003-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116890,26191,Marble Blast Gold,NULL,2003-05-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116896,22067,This Is Football 2003,NULL,2003-03-10 00:00:00.000,NULL,NULL,75.0000,2,NULL,NULL
116966,19184,Risk: Global Domination,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116999,49463,Disney's The Jungle Book 2,NULL,2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117043,40687,Dark Mage,NULL,2003-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117082,49789,Sanrio Puro Land All-Characters,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117098,153607,Sentou Yousei Yukikaze: Yousei no Mau Sora,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117222,11408,Etherlords II,"Ether is everywhere, it knows no boundaries. All life emerges from Ether and returns to it after death. It is the flow of Life and Death itself. You fought for dominance over this precious and powerful resource and claimed it for your own. A new threat emerges from the mists of Chaos, threatening the very fabric of existence. Heroes must be called from every corner of the land, armies trained,creatures summoned, and spells prepared. The war for Ether is rekindled and it’s up to you to win the battle, not just for yourself but for existence itself.",2003-10-01 00:00:00.000,3,NULL,70.0000,1,62.6421,15
117351,50582,Army Men: Air Combat - The Elite Missions,NULL,2003-04-25 00:00:00.000,NULL,NULL,NULL,NULL,47.0000,0
117352,7027,SpellForce: The Order of Dawn,NULL,2003-11-28 00:00:00.000,11,NULL,83.0000,1,77.0172,35
117373,49690,Metal Max 2 Kai,NULL,2003-07-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117375,153617,Water In Fire 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117596,2641,Atari Anthology,NULL,2003-11-11 00:00:00.000,1,NULL,40.0000,2,NULL,NULL
117608,44688,Super Dimension Fortress Macross,NULL,2003-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117610,70220,Kumauta,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117669,92888,Tenerezza,"Tenerezza is a young cute girl who lives in the town Esperanza. She is an expert cook and a highly skilled magician. Cooking various kinds of food, she produces healing items, and she is proficient in using magic of the four elements. One day the town's mayor asks her to go to the nearby Magic Forest and investigate the recent appearance of monsters in the area. On her way Tenerezza meets the fairy Lolo, and together they oppose a dark force that threatens to conquer the world.",2003-01-30 00:00:00.000,1,1,NULL,NULL,NULL,NULL
117671,43624,G-Surfers,NULL,2003-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117686,49589,Hamster Monogatari Collection,NULL,2003-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117806,5631,The Temple of Elemental Evil,"Thirteen years before the start of the game, Hommlet was a peaceful town. Due to low taxes and safe roads, the area became prosperous, and the village flourished. This prosperity drew the attention of evil forces, who began slowly trickling into the area. It is not known where these forces came from, but the Dyvers of Nyr Dyv and the inhabitants of the forestlands of the Wild Coast were the chief suspects. As the presence of bandits, kobolds, and goblins increased, a local militia led by Waldgraf of Ostverk was raised to defend Hommlet. This only served to check the evil forces, however.",2003-09-16 00:00:00.000,7,NULL,NULL,NULL,72.1498,25
118020,142302,Fürst Marigor und die Tobis,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118096,3874,Def Jam Vendetta,NULL,2003-01-31 00:00:00.000,4,NULL,30.0000,2,71.7533,7
118311,197585,Sonic N,NULL,2003-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118513,196654,Tales of Phantasia,NULL,2003-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118738,66750,Piposh 3D: The Revolution,"Piposh is fired after performing weakly at a hotdog commercial. Meanwhile Mr. Shik wants to send a vase to the US, but the vase falls from the plane and is smashed to pieces across the country of ""Pozpozmijistan"" and Piposh must collecrt and piece together the vase fragments without Mr. Shik ever knowing something happened.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118947,25097,Mojib-Ribbon,NULL,2003-11-20 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
119029,145775,Vajimon,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119086,4156,Sonic Heroes,NULL,2003-12-30 00:00:00.000,22,NULL,61.6667,3,65.1914,146
119512,73175,Dora the Explorer: Barnyard Buddies,NULL,2003-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119707,43702,Digimon World 2003,NULL,2003-12-15 00:00:00.000,3,NULL,NULL,NULL,80.0084,6
119752,23698,Tennis Masters Series 2003,NULL,2003-09-07 00:00:00.000,NULL,NULL,70.0000,2,NULL,NULL
119756,49818,Simple 2960 Tomodachi Series Vol. 1: The Table Game Collection,NULL,2003-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119822,16705,KnightShift,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,2
119833,45979,Activision Anthology: Remix Edition,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119849,79813,Disney's The Lion King 1½,NULL,2003-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119895,49725,Minna no Soft Series: Shanghai,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119964,49619,Inuyasha: Naraku no Wana! Mayoi no Mori no Shoutaijou,NULL,2003-02-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120040,49691,Mermaid Melody: Pichi Pichi Pitch,NULL,2003-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120652,3086,Entropia Universe,NULL,2003-01-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120658,87190,Command & Conquer: Generals - Deluxe Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,2
120839,44632,Tokyo Xtreme Racer Drift,NULL,2003-02-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120947,777,Madden NFL 2004,NULL,2003-08-11 00:00:00.000,3,NULL,NULL,NULL,46.0000,4
121121,24182,Warlords IV: Heroes of Etheria,NULL,2003-10-21 00:00:00.000,NULL,NULL,83.0000,1,NULL,NULL
121257,14547,World Championship Snooker 2003,NULL,2003-06-27 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
121548,49547,Cyber Drive Zoids: Hatakedamono no Senshi Hugh,NULL,2003-08-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121570,10242,Blitzkrieg,NULL,2003-06-04 00:00:00.000,4,NULL,71.0000,1,NULL,NULL
121571,49710,Mugenborg,NULL,2003-02-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121722,64000,X-Plane 7,NULL,2003-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121887,6717,Border Down,NULL,2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121915,3958,International Superstar Soccer 3,NULL,2003-03-28 00:00:00.000,NULL,NULL,NULL,NULL,71.0000,1
121930,24124,NBA Inside Drive 2004,NULL,2003-12-18 00:00:00.000,NULL,NULL,82.0000,2,NULL,NULL
122211,46625,Unreal II: The Awakening - Special Edition,NULL,2003-03-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122230,3937,Grooverider: Slot Car Thunder,NULL,2003-09-26 00:00:00.000,NULL,NULL,69.0000,1,23.0000,0
122262,169891,Grr! Bearly Sane,NULL,2003-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122722,3311,Barbie Horse Adventures: Wild Horse Rescue,NULL,2003-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122955,140524,Muv-Luv,NULL,2003-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123011,6238,World Championship Pool 2004,NULL,2003-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123013,72630,"Pick Me, Honey!",NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123015,50317,Cue Club,NULL,2003-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123109,32597,Journey to the Center of the Earth,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123549,4060,P.N.03,NULL,2003-03-27 00:00:00.000,1,NULL,70.0000,1,61.9626,5
123588,130744,Cartoon Cartoon Summer Resort,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123654,78020,Ochakumi,"First you will have to find a bit of Ice Cream or Cake in the area. And well the perfect thing to wash down such a rich snack is a little tea. You will have to get to the tea ingredients after which the tea itself will appear in the office. Once you down the tea the level is over. However your co-workers and bosses want to see you being productive (What Rubbish!) If they run into you Ooe will lose one of three lives.    Seeing as you are in your chair pushing the up arrow key will cause you to move in which ever way your back is facing via the pushing actions of your legs. When facing a wall you may press the space bar to quickly launch yourself backward, if you hit anyone they will be momentarily stunned.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123830,165594,Marl Jong!!,NULL,2003-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123871,5871,Jurassic Park: Operation Genesis,NULL,2003-03-10 00:00:00.000,40,1,74.0000,5,73.1091,33
124008,77346,Street Legal Racing: Redline,NULL,2003-07-18 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
124243,24186,Korea: Forgotten Conflict,NULL,2003-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124447,129543,Weird War - The Unknown Episode of World War II,"Weird War is a classic RPG with loads of action and is set during the Second World War. It's a game brimming with adventures and humor but also with many battles. The hero of the game manages to board a German submarine after a torpedo destroys his boat. It soon becomes apparent that the submarine is on a secret mission to Africa. This is where the story begins, quickly leading to a wild adventure involving the Wunderwaffe, ancient artifacts, Leon the trusty Camel and many squash...",2003-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124467,2971,Lineage 2,NULL,2003-10-01 00:00:00.000,17,NULL,80.0000,1,72.7557,39
124508,135,Devil May Cry 2,NULL,2003-01-25 00:00:00.000,28,NULL,49.6000,7,56.0952,151
124730,24107,Traitors Gate 2,NULL,2003-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124882,9578,Istaria: Chronicles of the Gifted,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124884,49444,Azumanga Daioh Advance,NULL,2003-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125137,146923,Dino Crisis: Dungeon in Chaos,NULL,2003-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125484,14522,Siren,NULL,2003-11-06 00:00:00.000,9,NULL,70.0000,2,74.3243,9
125556,43235,Motorbike King,NULL,2003-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125700,49217,Super Duper Sumos,NULL,2003-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125776,185796,Totally Spies! Mall Brawl,"Timothy ""Tim"" Scam has escaped from the WOOHP prison and start his evil revenge plan: make the prices in the malls on all the world became out of control to make everyone buy things on his online store. And put evil robots in the malls to destroy everyone that tries to stop his plan. The mission of the Spies is to defeat the robots and Tim Scam and restore the prices.  To succeed in this mission, you need to go to each affected mall and try to find its corresponding antivirus keycard. Once you have the card, you can proceed and clean up all the infected cash registers. This would not be a piece of cake job, because you should encounter serious resistance from a bunch of enemy robots along your way.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125789,71283,Jetfighter V: Homeland Protector,NULL,2003-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125823,68235,Crazy Chicken: Pharaoh's Treasure,NULL,2003-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
125861,185820,Codename: Kids Next Door - Operation S.T.A.R.T.U.P.,NULL,2003-09-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125990,1808,Crazy Taxi: Catch a Ride,NULL,2003-04-09 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
126054,2564,Dragon Ball Z: Budokai 2,NULL,2003-11-13 00:00:00.000,6,NULL,74.0000,2,72.5341,50
126335,4193,SX Superstar,NULL,2003-06-26 00:00:00.000,NULL,NULL,67.0000,2,25.0000,0
126486,11556,MVP Baseball 2003,NULL,2003-03-11 00:00:00.000,NULL,NULL,72.5000,3,NULL,NULL
126566,92472,International Pool Championship,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126620,6219,UFC: Tapout 2,NULL,2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126627,138156,Taxi 3,NULL,2003-02-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126733,37358,Naruto: Konoha Ninpouchou,NULL,2003-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127356,67805,Backyard Baseball (2003-2004),NULL,2003-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127357,128358,Warblade,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127480,24096,Hunter: The Reckoning Wayward,NULL,2003-10-09 00:00:00.000,1,NULL,80.0000,2,NULL,NULL
127574,77789,Mario Party-e,NULL,2003-02-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127667,49649,Kawaii Pet Game Gallery,NULL,2003-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127695,27317,Princess Maker Refine,NULL,2003-03-03 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,1
127739,13108,Summon Night 3,NULL,2003-08-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
127805,4865,Inspector Gadget: Mad Robots Invasion,NULL,2003-07-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127907,45142,The Legend of Zelda: Ocarina of Time - Master Quest,NULL,2003-02-28 00:00:00.000,5,NULL,NULL,NULL,89.9568,17
128102,6150,Splashdown: Rides Gone Wild,NULL,2003-08-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
128153,24097,Greyhawk: The Temple of Elemental Evil,NULL,2003-09-16 00:00:00.000,NULL,NULL,78.0000,1,NULL,NULL
128336,3310,Barbie Horse Adventures: Blue Ribbon Race,NULL,2003-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128358,416,Final Fantasy XI: Rise of the Zilart,NULL,2003-04-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
128403,186098,Mario Left the Cheese Out,Mario and Luigi are leaving the city for a relaxing stroll. Mario suddenly realizes he left the cheese out and runs in the opposite direction. Luigi follows.  Mario must obtain the secret cheese and confront users from MFGG and its forum admin Supertoad2k to rescue his cheese from Supertoad2k.,2003-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128429,4163,Speed Kings,NULL,2003-05-23 00:00:00.000,NULL,NULL,60.3333,3,33.0000,0
128762,43409,Devil May Cry 2: Limited Edition,NULL,2003-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128773,83808,Espgaluda,NULL,2003-11-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
128960,49783,Shaman King: Chou Senjiryakketsu 3,NULL,2003-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129013,56973,Basketball Xciting,NULL,2003-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129039,43847,Patriotic Pinball,NULL,2003-05-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129059,43390,Reel Fishing III,NULL,2003-10-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129165,51760,Cossacks Anthology,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129447,51793,Unreal 2: The Awakening Special Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129530,69843,Airport Tycoon 3,NULL,2003-10-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
129591,85842,Rollercoaster World,NULL,2003-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129649,5794,"Crouching Tiger, Hidden Dragon",NULL,2003-11-28 00:00:00.000,NULL,NULL,53.7500,5,NULL,NULL
129738,1439,Fire Emblem: The Blazing Blade,NULL,2003-04-25 00:00:00.000,31,NULL,90.0000,1,87.7136,80
129853,5728,APEX,NULL,2003-02-18 00:00:00.000,NULL,NULL,86.5000,2,NULL,NULL
130012,3291,Power Rangers Ninja Storm,NULL,2003-09-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
130095,8095,Rocket Power: Zero Gravity Zone,NULL,2003-09-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130133,6178,Street Fighter Anniversary Collection,NULL,2003-12-22 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
130202,5744,Battlestar Galactica,NULL,2003-11-19 00:00:00.000,NULL,NULL,33.3333,4,NULL,NULL
130411,22252,Gregory Horror Show,NULL,2003-08-07 00:00:00.000,4,NULL,70.0000,1,73.8922,5
130711,23819,MLB SlugFest 2004,NULL,2003-04-17 00:00:00.000,NULL,NULL,80.0000,1,36.0000,0
130869,908,Tom Clancy's Rainbow Six 3: Raven Shield,"In 1945, as two members of the Nazi-sponsored Ustashe regime in Croatia manage to escape the country with huge amounts of Holocaust-era loot just before Allied troops move into the capital. Sixty years later, in 2005, elite multinational counter-terrorism task-force Rainbow finds itself investigating a series of attacks by Neo-Fascist terrorists against South American oil interests and European financial institutions.",2003-03-18 00:00:00.000,13,NULL,81.6667,3,80.6546,37
130938,2141,Amplitude,"In Amplitude, the player controls a ship (referred to as a ""Beat Blaster"") moving down a path of varying shapes and lengths, containing up to six tracks. Each color-coded track corresponds to a different aspect of the song, such as percussion, synth, bass, or vocals, and contains a sequence of notes. As the player hits buttons corresponding to the note placement on the track, the notes activate a small portion of the track. If the player successfully activates enough notes in sequence, the track is ""captured"" and the section will play automatically for a number of bars, freeing the player to capture another section.    The object of the game is to capture a sufficient amount of sections to reach the end of the song. If the player continually misses notes, an energy meter empties until the game is over.",2003-03-24 00:00:00.000,1,NULL,73.0000,5,NULL,NULL
131224,63934,Yumeria,NULL,2003-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131241,8148,Star Wars: The Battle of Endor,NULL,2003-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
131521,63223,Hamtaro: Wake Up Snoozer!,NULL,2003-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131880,5798,Xbox Music Mixer,NULL,2003-10-27 00:00:00.000,NULL,NULL,20.0000,1,NULL,NULL
131977,3946,The Hobbit,"Embarking on the legendary quest armed initially with a stick and sack of stones, you'll fend off foes in a platform-action-style adventure which sees Bilbo go from timid Shireling to hobbit hero. As in the epic text, the tale begins with a group of nine dwarves recruiting the home-loving hobbit as a master thief for their mission to recover stolen ancestral gold from under the fiery snout of Smaug the dragon. The group head for the Lonely Mountain, stopping along the way to fight it out with a variety of Middle-earth's less-than-friendly inhabitants, such as giant spiders, murderous goblins and bloodthirsty trolls.",2003-10-24 00:00:00.000,10,NULL,59.0000,1,64.1503,22
132094,3781,Finding Nemo,NULL,2003-05-05 00:00:00.000,4,NULL,61.0000,3,63.3315,16
132113,9738,Swordsman Online,"Swordsman is based upon the novel The Smiling, Proud Wanderer (Xiao Ao Jiang Hu) by Louis Cha, the best-selling Chinese writer alive. He’s famed for his wuxia novels, with 100 million copies of his works sold worldwide. As part of the wuxia genre of Chinese martial arts and chivalry, in Swordsman, the player takes the role of a wandering hero and experiences the hero’s rise to glory amongst one of ten schools of martial arts, the quest to avenge the hero’s destroyed village, and the opportunity to adventure with great heroes around the world.",2003-01-01 00:00:00.000,NULL,NULL,68.0000,1,NULL,NULL
132439,8363,Geneforge 2,"You are an apprentice Shaper. You are being given the power to create life and mold it to serve your own needs. The whole world fears and respects the Shapers. Your secrets are many, and your power is absolute.    If you need a servant, you have but to create it, and it will gladly die for you.    But when you and your teacher are sent on what seems to be a simple mission, things go horribly wrong. Monsters roam the countryside. Your allies turn on you. Your teacher disappears. And you find yourself in the middle of a conspiracy to use forbidden powers and overthrow Shaper rule.    Many factions want your help. All have their own rewards to offer. Will you stay loyal to your people? Or will you fight to remake the world?    Geneforge 2 has a huge and open storyline. You can join with any of several factions and reach dozens of different endings. Help the rebels, or fight them. Fight your enemies, or use stealth and diplomacy. When you finish the game, start over, join a different group, and experience a completely different game. No matter what you choose, Geneforge 2 offers an enormous adventure with plenty of replay value.",2003-07-25 00:00:00.000,4,NULL,NULL,NULL,81.7117,6
132465,10118,Cultures: 8th Wonder of the World,NULL,2003-08-15 00:00:00.000,1,NULL,NULL,NULL,60.0000,2
132531,23693,Spy Kids 3-D: Game Over,NULL,2003-07-30 00:00:00.000,NULL,NULL,66.0000,1,NULL,NULL
132605,10766,Restaurant Empire,NULL,2003-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132695,36790,Lupin III: Umi ni Kieta Hihou,NULL,2003-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132887,27560,CTU: Marine Sharpshooter,"Marine Sharpshooter's story details the adventures of Lieutenant Smith and Sergeant Cooper, a Marine scout sniper, team as they chase down some warlords in Afghanistan and follow the trail of lost nuclear materials. The player assumes the role of the sniper, as you take on an army of terrorists and mercenaries in order to prevent nuclear holocaust.",2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132973,45198,Hyper Street Fighter II: The Anniversary Edition,NULL,2003-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132985,79139,5 Days a Stranger,NULL,2003-12-31 00:00:00.000,2,NULL,NULL,NULL,79.8616,7
133116,65146,Zatch Bell! Electric Arena,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133149,131201,The Lord of the Rings Pinball,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133171,9492,Live for Speed,NULL,2003-06-13 00:00:00.000,4,NULL,NULL,NULL,79.9559,5
133174,3136,FIFA Soccer 2004,NULL,2003-10-24 00:00:00.000,10,NULL,80.0000,1,71.5887,37
133626,47069,Terminator 3: War of the Machines,"The inevitable battle between man and machine has begun. War ravages the land as hardened Tech-Com fighters defend John Connor and others against the mechanized onslaught of the CRS force.  This epic cinematic conflict, recreated from the phenomenal Terminator films, places first-person shooter fans at the very center of the uprising. Throughout high-powered multiplayer and single-player missions, combatants fight in apocalyptic landscapes--a decimated downtown Los Angeles, a battered ocean harbor, devastated highways--struggling for survival. Only the strongest will avert catastrophe and save human existence.",2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133713,142495,Pingwinek Kelvin,NULL,2003-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134124,936,Pro Evolution Soccer 3,NULL,2003-10-17 00:00:00.000,11,NULL,87.2500,5,77.2886,43
134133,8029,Tom and Jerry in Infurnal Escape,NULL,2003-03-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134263,145271,Sunrise World War,NULL,2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134331,161174,Wind: A Breath of Heart,"That summer day. Makoto Okano and his younger sister Hinata sit across from each other in the box seats of a local express heading to that town, underneath a blue sky that seems to stretch out to infinity. The town they are heading to is the very one that they were born in and were separated from long ago -- Kazune City. In the midst of the midsummer wind, bathed in the wind that rushes in from the train window, they head to that town, which they only have vague memories of.  ""Say, let's promise to meet again.""  ""I'll keep playing this harmonica, okay? Because even if I can't reach you, the sound of the harmonica surely will.""  The harmonica, which was handed over together with the promise to that girl.  And within the shaking cabin of the train, Makoto wakes up, dimly but surely recalling that memory...",2003-01-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
134340,1712,"WarioWare, Inc.: Mega Party Games!",NULL,2003-10-17 00:00:00.000,2,NULL,70.0000,1,80.3549,15
134636,1770,Ratchet & Clank: Going Commando,"Having defeated Chairman Drek in their last intergalactic adventure, Ratchet and Clank find themselves returning to a more sedate lifestyle. That is, until they are approached by Abercrombie Fizzwidget, the CRO of Megacorp, who needs the duo to track down the company’s most promising experimental project, which has been stolen by a mysterious masked figure. Initially, the mission seemed like a Sunday stroll in the park, but we soon find our heroes entangled in a colossal struggle for control of the galaxy. Along the way, the duo unleashes some of the coolest weapons and gadgets ever invented upon the most dangerous foes they have ever faced. Ratchet and Clanks set out to destroy anything and anyone who stands in their way of discovering the secrets that lie behind “The Experiment.”",2003-11-11 00:00:00.000,51,NULL,90.0000,2,81.3726,134
134862,43630,Monster Rancher 4,NULL,2003-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134874,4017,Monster 4x4: Masters of Metal,NULL,2003-11-25 00:00:00.000,NULL,NULL,30.0000,1,23.0000,0
134988,43720,Monster Bass,NULL,2003-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135310,23767,Monopoly 2003 Edition,NULL,2003-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135313,3208,War Of The Monsters,"The plot is set in the 1950s where a fleet of alien flying saucer warships invade the Earth, causing massive damage. The scientists of the world's nations manage to create a series of secret weapons, which, when activated, let loose shock waves that short-circuit the saucers and cause them to crash. Unfortunately, each flying saucer is fueled by a green radioactive liquid, which leaks out from destroyed crafts as they crash. Through this, the fuel infects creatures, humans, and robots, creating a war between the monsters. The player acts as one of these monsters and battles against the rest in fictional cities across the globe and the remaining UFOs.",2003-01-14 00:00:00.000,3,NULL,80.0000,2,69.2373,7
135703,50180,Victoria Complete,NULL,2003-12-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
135704,49434,Polly Pocket!: Super Splash Island,NULL,2003-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135826,834,"Port Royale: Gold, Power and Pirates",NULL,2003-04-04 00:00:00.000,1,NULL,85.0000,2,73.5128,6
135849,47349,ESPN NFL Football 2K4,NULL,2003-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135858,191679,Nekketsu Kakutou Densetsu,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136016,49519,Cardcaptor Sakura: Sakura Card de Mini-Game,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136061,188624,The Recruit,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136313,19413,Bujingai: The Forsaken City,NULL,2003-12-25 00:00:00.000,1,NULL,74.0000,1,NULL,NULL
136361,1768,Rockman EXE WS,NULL,2003-02-08 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
